学期	学号	书号	日期
1	536	2236223	0920	
1	536	1988106	0920	
1	493	2853227	0920	
1	53	2759048	0920	
1	111	1535931	0920	
1	168	1332113	0920	
1	102	2747690	0920	
1	96	1569921	0920	
1	96	2691690	0920	
1	290	1466867	0920	
1	290	2571712	0920	
1	290	2913851	0920	
1	290	1503386	0920	
1	156	1526483	0920	
1	362	2684166	0920	
1	362	2841644	0920	
1	156	1489318	0920	
1	156	2920088	0920	
1	88	2663839	0920	
1	88	1198367	0920	
1	88	1414648	0920	
1	88	1050900	0920	
1	88	2777489	0920	
1	392	2934821	0920	
1	121	2773466	0920	
1	121	2664307	0920	
1	121	2704723	0920	
1	487	1382081	0920	
1	150	2599392	0920	
1	150	1094738	0920	
1	150	1328216	0920	
1	487	1385787	0920	
1	406	1561571	0920	
1	411	1463293	0920	
1	411	2773946	0920	
1	536	2698677	0920	
1	20	1506505	0920	
1	20	1229778	0920	
1	200	1986500	0920	
1	513	1241975	0920	
1	513	2890260	0920	
1	131	1407128	0921	
1	116	1569323	0921	
1	289	2591156	0921	
1	289	1341439	0921	
1	289	1360788	0921	
1	478	2719243	0921	
1	478	2591154	0921	
1	478	1159263	0921	
1	8	2663851	0921	
1	1	2850247	0921	
1	388	1386179	0921	
1	255	2685694	0921	
1	240	1135616	0921	
1	240	2774235	0921	
1	240	1133746	0921	
1	213	2774237	0921	
1	213	1133745	0921	
1	416	2718319	0921	
1	28	2774037	0921	
1	163	2702166	0921	
1	163	2859920	0921	
1	425	1192624	0921	
1	425	1332110	0921	
1	425	1152658	0921	
1	425	1241324	0921	
1	262	1081339	0921	
1	307	1985854	0921	
1	307	1355680	0921	
1	313	2610275	0921	
1	313	1287045	0921	
1	313	2853669	0921	
1	313	2564772	0921	
1	328	2834648	0921	
1	328	1514538	0921	
1	328	2883022	0921	
1	446	1471110	0921	
1	446	2880156	0921	
1	446	2877439	0921	
1	512	2885304	0921	
1	277	2832452	0921	
1	21	1170414	0921	
1	21	1064046	0921	
1	21	1251911	0921	
1	9	2718799	0921	
1	9	1479795	0921	
1	472	2846539	0921	
1	472	1523402	0921	
1	95	2780057	0921	
1	76	2930214	0921	
1	76	2227225	0921	
1	95	2658138	0921	
1	433	2794996	0921	
1	433	1054385	0921	
1	433	2899302	0921	
1	433	1054383	0921	
1	95	1293661	0921	
1	95	2797684	0921	
1	95	2797695	0921	
1	45	2631382	0921	
1	15	1267585	0921	
1	15	1453622	0921	
1	15	1431274	0921	
1	71	2793098	0921	
1	71	1018829	0921	
1	71	1018829	0921	
1	71	2643406	0921	
1	37	2857301	0921	
1	37	2660433	0921	
1	530	2562914	0921	
1	530	1446287	0921	
1	455	1243250	0921	
1	467	1334901	0921	
1	494	1141181	0921	
1	494	2777660	0921	
1	494	2857378	0921	
1	494	1410760	0921	
1	494	1536802	0921	
1	200	2770088	0921	
1	530	2847241	0921	
1	24	1376676	0921	
1	118	1173145	0921	
1	118	2585685	0921	
1	187	1121232	0921	
1	372	1509015	0921	
1	372	2206777	0921	
1	372	2861578	0921	
1	97	1491715	0921	
1	505	1175777	0921	
1	505	1175784	0921	
1	505	1440197	0921	
1	505	1172471	0921	
1	207	2639372	0921	
1	467	2788673	0921	
1	506	1492373	0921	
1	506	2870908	0921	
1	506	1116598	0921	
1	206	2785427	0921	
1	206	2853226	0921	
1	206	1249268	0921	
1	245	2720577	0921	
1	145	1501185	0921	
1	145	2748892	0921	
1	339	1198591	0921	
1	212	1527131	0921	
1	357	1526242	0921	
1	101	1288537	0921	
1	98	1514917	0921	
1	242	1559740	0921	
1	242	1509794	0921	
1	300	1420875	0921	
1	21	1283173	0921	
1	300	2226713	0921	
1	300	1249681	0921	
1	300	2804740	0921	
1	106	1315892	0921	
1	55	1222120	0921	
1	71	1002935	0921	
1	71	1002935	0921	
1	71	1002935	0921	
1	521	1243357	0921	
1	521	1524905	0921	
1	473	2925594	0921	
1	473	2643474	0921	
1	473	1433004	0921	
1	105	1499334	0921	
1	105	2823082	0921	
1	492	1561572	0921	
1	159	2571920	0921	
1	159	2922335	0921	
1	159	1533774	0921	
1	247	2787362	0922	
1	533	1148668	0922	
1	533	2877121	0922	
1	533	1189460	0922	
1	94	2707663	0922	
1	94	1098162	0922	
1	94	2925334	0922	
1	94	1310066	0922	
1	204	2932623	0922	
1	94	2707666	0922	
1	328	1140982	0922	
1	53	2598249	0922	
1	466	1498752	0922	
1	240	2785349	0922	
1	87	2864493	0922	
1	119	2099521	0922	
1	119	1974716	0922	
1	119	1132338	0922	
1	481	2692495	0922	
1	481	2752749	0922	
1	481	1556339	0922	
1	119	1367545	0922	
1	119	1174664	0922	
1	128	2572812	0922	
1	204	2223258	0922	
1	470	2589903	0922	
1	516	2693929	0922	
1	13	1152543	0922	
1	441	2774412	0922	
1	441	1492285	0922	
1	441	1136139	0922	
1	215	2845084	0922	
1	101	1011101	0922	
1	101	1011101	0922	
1	101	1011101	0922	
1	149	2819239	0922	
1	149	2698139	0922	
1	149	2918956	0922	
1	359	2882908	0922	
1	359	1572793	0922	
1	359	1474286	0922	
1	207	2771283	0922	
1	8	1295033	0922	
1	8	2923204	0922	
1	433	1097533	0922	
1	433	2891330	0922	
1	353	2683642	0922	
1	353	2235703	0922	
1	353	2814203	0922	
1	353	1346295	0922	
1	353	2701761	0922	
1	353	2772478	0922	
1	349	2742657	0922	
1	349	2762809	0922	
1	349	1449502	0922	
1	349	1149960	0922	
1	159	2932047	0922	
1	395	1503567	0922	
1	2	2759268	0922	
1	2	2796629	0922	
1	385	1240877	0922	
1	385	2640488	0922	
1	385	1414023	0922	
1	385	2856790	0922	
1	385	2941215	0922	
1	385	2893348	0922	
1	159	2836730	0922	
1	2	2857369	0922	
1	2	1513969	0922	
1	299	2710854	0922	
1	299	2710868	0922	
1	74	2794487	0922	
1	74	1365531	0922	
1	149	2842651	0922	
1	432	1026863	0922	
1	432	1093719	0922	
1	432	1123920	0922	
1	149	2927746	0922	
1	381	2908116	0922	
1	190	2862880	0922	
1	190	1191810	0922	
1	180	2922808	0922	
1	510	2853451	0922	
1	510	1136138	0922	
1	510	1320056	0922	
1	510	2574474	0922	
1	510	2669245	0922	
1	510	2566649	0922	
1	510	1120801	0922	
1	125	1089256	0922	
1	125	1337316	0922	
1	198	1368013	0922	
1	459	2885244	0922	
1	59	1260471	0922	
1	59	2684124	0922	
1	183	1124502	0922	
1	183	2668168	0922	
1	183	2892196	0922	
1	43	2844619	0922	
1	362	2922143	0922	
1	132	2238887	0922	
1	132	1171389	0922	
1	198	2780570	0922	
1	499	2810702	0922	
1	443	2869395	0922	
1	443	1127574	0922	
1	443	1322016	0922	
1	443	1406012	0922	
1	513	2612302	0922	
1	20	2742372	0922	
1	20	1313288	0922	
1	400	2860260	0922	
1	400	2821668	0922	
1	354	1551035	0922	
1	513	1359114	0922	
1	20	2774593	0922	
1	20	1525597	0922	
1	19	2849716	0922	
1	443	2847473	0923	
1	495	1474185	0923	
1	109	1504871	0923	
1	122	1077182	0923	
1	467	1318873	0923	
1	344	1317079	0923	
1	344	2829258	0923	
1	369	1533713	0923	
1	369	2607072	0923	
1	369	2908285	0923	
1	388	2881780	0923	
1	125	2883276	0923	
1	537	2808780	0923	
1	388	2845899	0923	
1	455	2595040	0923	
1	361	1341745	0923	
1	77	1528377	0923	
1	391	1140256	0923	
1	82	1362349	0923	
1	82	1139967	0923	
1	142	1291516	0923	
1	384	2844372	0923	
1	384	1118254	0923	
1	73	2763906	0923	
1	73	1545728	0923	
1	73	2652256	0923	
1	73	2741524	0923	
1	73	2764310	0923	
1	73	2627416	0923	
1	73	2722874	0923	
1	73	1485209	0923	
1	123	2669750	0923	
1	123	2698375	0923	
1	113	1113108	0923	
1	153	2689571	0923	
1	153	2759359	0923	
1	153	1527727	0923	
1	153	2803888	0923	
1	153	1410258	0923	
1	153	1478888	0923	
1	513	1090175	0923	
1	414	2899557	0924	
1	245	2876093	0924	
1	245	2904975	0924	
1	101	1034025	0924	
1	101	2878671	0924	
1	101	2933755	0924	
1	101	1154721	0924	
1	355	2847472	0924	
1	25	1521324	0924	
1	25	1469826	0924	
1	219	2907650	0924	
1	219	2907647	0924	
1	219	2908278	0924	
1	219	1553123	0924	
1	219	1129648	0924	
1	219	1485885	0924	
1	219	1526592	0924	
1	285	2757786	0924	
1	285	2842555	0924	
1	285	2696915	0924	
1	364	1395101	0924	
1	8	1541043	0924	
1	8	1194225	0924	
1	8	1098945	0924	
1	139	2743859	0924	
1	8	1513006	0924	
1	151	2764627	0924	
1	151	2624234	0924	
1	151	2945191	0924	
1	151	2764655	0924	
1	151	1147271	0924	
1	151	1299673	0924	
1	151	2695567	0924	
1	151	1344297	0924	
1	151	2764653	0924	
1	151	2764626	0924	
1	151	2945193	0924	
1	291	1145623	0924	
1	242	2755733	0924	
1	62	2603242	0924	
1	345	2690690	0924	
1	345	2756841	0924	
1	345	2582782	0924	
1	345	2796745	0924	
1	364	2582783	0924	
1	364	2756840	0924	
1	364	2690691	0924	
1	67	2664189	0924	
1	67	2743215	0924	
1	67	1289244	0924	
1	461	1398548	0924	
1	401	1563624	0924	
1	401	1411803	0924	
1	381	1117716	0924	
1	105	2852794	0924	
1	110	1489320	0925	
1	299	1524002	0925	
1	299	1561698	0925	
1	299	2871392	0925	
1	299	1538012	0925	
1	183	2795284	0925	
1	183	2786245	0925	
1	183	2751694	0925	
1	326	2650434	0925	
1	326	2785171	0925	
1	300	1145658	0925	
1	300	2596673	0925	
1	36	1054379	0925	
1	36	1986157	0925	
1	36	1364374	0925	
1	36	1245006	0925	
1	355	1454217	0925	
1	204	1007830	0925	
1	204	1007830	0925	
1	204	1007830	0925	
1	204	1141059	0925	
1	204	1427530	0925	
1	5	2832482	0925	
1	5	2928913	0925	
1	5	2802236	0925	
1	219	1139286	0925	
1	34	2875892	0925	
1	34	1518360	0925	
1	392	1057656	0925	
1	369	2814674	0925	
1	369	2806830	0925	
1	369	1317103	0925	
1	369	1092073	0925	
1	369	2588206	0925	
1	212	2794204	0925	
1	212	1414121	0925	
1	212	2852831	0925	
1	169	1296021	0925	
1	169	1546857	0925	
1	532	2842786	0925	
1	349	1527728	0925	
1	349	2224054	0925	
1	169	1448549	0925	
1	532	2660896	0925	
1	464	2695338	0925	
1	464	1515155	0925	
1	464	2604368	0925	
1	464	1387910	0925	
1	36	2810063	0925	
1	36	2646757	0925	
1	36	2663380	0925	
1	497	1542595	0925	
1	497	1402757	0925	
1	497	1499991	0925	
1	505	2657887	0925	
1	456	2790585	0925	
1	119	1370381	0925	
1	119	2643155	0925	
1	125	2858632	0925	
1	258	1123924	0925	
1	366	2659159	0925	
1	366	2467737	0925	
1	366	2899955	0925	
1	133	2626432	0925	
1	133	2844388	0925	
1	133	1044402	0925	
1	133	1152342	0925	
1	378	2877733	0925	
1	378	1455541	0925	
1	378	2626452	0925	
1	378	2604898	0925	
1	378	1493685	0925	
1	378	2877733	0925	
1	101	1004032	0925	
1	101	1004032	0925	
1	101	1004032	0925	
1	401	2844671	0925	
1	364	1305048	0925	
1	364	2631897	0925	
1	422	2775293	0925	
1	422	2826830	0925	
1	152	2668167	0925	
1	152	2808046	0925	
1	152	2709689	0925	
1	152	2629548	0925	
1	381	2641523	0925	
1	152	2830192	0925	
1	481	2694587	0926	
1	131	2746781	0926	
1	47	2748042	0926	
1	90	2750925	0926	
1	90	2702112	0926	
1	47	1135700	0926	
1	327	2838107	0926	
1	334	2610550	0926	
1	235	2645364	0926	
1	235	2580961	0926	
1	235	1288917	0926	
1	383	1299442	0926	
1	349	1540413	0926	
1	349	2805501	0926	
1	250	2860398	0926	
1	250	1525126	0926	
1	250	1053505	0926	
1	250	2664909	0926	
1	77	2688895	0926	
1	106	2677769	0926	
1	18	1306248	0926	
1	18	1027733	0926	
1	18	2930002	0926	
1	416	1184416	0926	
1	416	1370101	0926	
1	416	1524105	0926	
1	530	2610817	0926	
1	231	1455830	0926	
1	231	2879688	0926	
1	231	2920301	0926	
1	403	1057982	0926	
1	475	2817976	0926	
1	347	2208359	0926	
1	292	2685214	0926	
1	292	1316101	0926	
1	292	1510605	0926	
1	475	1173521	0926	
1	475	1537193	0926	
1	290	2883661	0926	
1	290	2883668	0926	
1	290	2446320	0926	
1	290	2918811	0926	
1	139	1288528	0926	
1	223	2892166	0926	
1	41	2676714	0926	
1	41	1133946	0926	
1	41	2630152	0926	
1	41	2877229	0926	
1	41	2626271	0926	
1	234	2684590	0926	
1	234	1076223	0926	
1	234	2222580	0926	
1	234	2221120	0926	
1	310	1170981	0926	
1	310	2754532	0926	
1	310	1050166	0926	
1	342	1449723	0926	
1	402	1496910	0926	
1	23	1018708	0926	
1	23	1018708	0926	
1	23	1295208	0926	
1	145	2630453	0926	
1	513	2583845	0926	
1	483	1378904	0926	
1	483	2591547	0926	
1	483	2697090	0926	
1	317	1372882	0926	
1	391	1185455	0926	
1	317	2690953	0926	
1	231	2766140	0926	
1	313	1374028	0926	
1	313	1436999	0926	
1	313	1278931	0926	
1	46	1411259	0926	
1	46	2749724	0926	
1	149	2804937	0926	
1	149	2695145	0926	
1	335	2827664	0926	
1	335	1547710	0926	
1	272	2845651	0926	
1	272	2688359	0926	
1	136	2699995	0927	
1	328	1408020	0927	
1	328	2831671	0927	
1	328	1066292	0927	
1	414	2838734	0927	
1	122	1110041	0927	
1	122	1094999	0927	
1	349	2763200	0927	
1	349	1109519	0927	
1	349	1429680	0927	
1	250	1304379	0927	
1	250	2628429	0927	
1	250	2889893	0927	
1	150	2644068	0927	
1	150	1053872	0927	
1	150	2706531	0927	
1	150	2660223	0927	
1	150	2801498	0927	
1	150	1342662	0927	
1	7	2732412	0927	
1	284	1002936	0927	
1	284	1002936	0927	
1	284	1002936	0927	
1	284	2767796	0927	
1	261	2585453	0927	
1	461	1467808	0927	
1	461	1041454	0927	
1	301	2643441	0927	
1	301	2756145	0927	
1	301	1566191	0927	
1	301	1052414	0927	
1	301	1476438	0927	
1	80	2725686	0927	
1	1	2732604	0927	
1	1	2717677	0927	
1	255	1468378	0927	
1	120	1486666	0927	
1	120	1315627	0927	
1	120	1298069	0927	
1	514	2785053	0927	
1	514	2774039	0927	
1	28	2785054	0927	
1	461	1398553	0927	
1	60	1153495	0927	
1	60	1348839	0927	
1	402	1151418	0928	
1	402	2815622	0928	
1	309	1429678	0928	
1	369	2894022	0928	
1	242	1252249	0928	
1	242	1988111	0928	
1	242	1076646	0928	
1	402	2890939	0928	
1	402	2649387	0928	
1	91	1432777	0928	
1	360	2689162	0928	
1	360	2645528	0928	
1	360	2571711	0928	
1	301	1083288	0928	
1	301	1180135	0928	
1	301	1359388	0928	
1	301	1154369	0928	
1	223	1113954	0928	
1	223	1306766	0928	
1	395	2697873	0928	
1	509	1360967	0928	
1	388	2801021	0928	
1	509	2869567	0928	
1	3	1370702	0928	
1	3	1129950	0928	
1	3	1362631	0928	
1	532	1062873	0928	
1	532	1492287	0928	
1	532	1099213	0928	
1	532	1064543	0928	
1	116	1152347	0928	
1	437	1411803	0928	
1	437	2830470	0928	
1	437	2801706	0928	
1	487	1068781	0928	
1	212	2934974	0928	
1	212	2937487	0928	
1	481	2666721	0928	
1	481	2708746	0928	
1	481	2718685	0928	
1	511	1117129	0928	
1	296	2811482	0928	
1	296	1427374	0928	
1	296	2588721	0928	
1	296	1404531	0928	
1	455	1311492	0928	
1	455	1427533	0928	
1	487	1403173	0928	
1	487	1253281	0928	
1	273	2663809	0928	
1	273	2692457	0928	
1	273	1444062	0928	
1	249	2774687	0928	
1	487	2566043	0928	
1	207	2577479	0928	
1	207	2571195	0928	
1	207	1172783	0928	
1	207	2577470	0928	
1	207	2823081	0928	
1	497	2800541	0928	
1	497	1387490	0928	
1	436	1379279	0928	
1	23	1261504	0928	
1	23	1391524	0928	
1	23	2896678	0928	
1	105	1111790	0928	
1	105	1165356	0928	
1	105	1474389	0928	
1	258	2197541	0928	
1	258	2197540	0928	
1	105	1295928	0928	
1	364	2786216	0928	
1	392	2627424	0928	
1	135	1424784	0928	
1	135	1098444	0928	
1	213	2924648	0929	
1	360	1091217	0929	
1	360	1551727	0929	
1	219	2923847	0929	
1	219	2925079	0929	
1	219	2717433	0929	
1	365	1266432	0929	
1	365	1174525	0929	
1	365	1559102	0929	
1	365	1304595	0929	
1	204	1113189	0929	
1	204	2657389	0929	
1	204	1102503	0929	
1	344	2943901	0929	
1	344	1265989	0929	
1	344	2943907	0929	
1	344	1545959	0929	
1	342	2853731	0929	
1	341	2646899	0929	
1	341	2819571	0929	
1	341	1063655	0929	
1	249	2662555	0929	
1	249	1537486	0929	
1	50	1556508	0929	
1	80	1351708	0929	
1	80	2916219	0929	
1	261	2796204	0929	
1	261	2885809	0929	
1	249	1516761	0929	
1	249	2658620	0929	
1	101	1441540	0929	
1	101	2741123	0929	
1	101	1113862	0929	
1	101	2806469	0929	
1	331	1287301	0929	
1	290	2899701	0929	
1	290	1404478	0929	
1	290	1490920	0929	
1	116	2879937	0929	
1	485	1419615	0929	
1	245	1546861	0929	
1	245	1299453	0929	
1	125	2787360	0929	
1	451	1286813	0929	
1	255	1569875	0929	
1	59	2848904	0929	
1	279	2606227	0929	
1	279	2611422	0929	
1	106	2229714	0929	
1	106	2931731	0929	
1	504	1263021	0929	
1	504	2762436	0929	
1	504	1274668	0929	
1	106	2694428	0929	
1	106	2220051	0929	
1	419	2800739	0929	
1	419	2737034	0929	
1	3	2711735	0929	
1	492	1486086	0929	
1	492	1246328	0929	
1	319	2890234	0929	
1	432	2838808	0929	
1	432	1313448	0929	
1	432	1557475	0929	
1	432	1470889	0929	
1	335	1462618	0929	
1	335	2765173	0929	
1	335	2746906	0929	
1	335	1512037	0929	
1	335	2756441	0929	
1	335	1511839	0929	
1	335	1396014	0929	
1	335	2943911	0929	
1	354	2782638	0929	
1	354	2855560	0929	
1	492	1312659	0929	
1	516	2848934	0929	
1	516	2830123	0929	
1	25	2607085	0929	
1	25	2607748	0929	
1	25	2628231	0929	
1	152	1414788	0929	
1	152	1415508	0929	
1	152	2860258	0929	
1	152	2930003	0929	
1	25	2920241	0929	
1	302	2862019	1004	
1	145	1295549	1004	
1	213	1026960	1004	
1	213	1453588	1004	
1	213	2646759	1004	
1	213	1119645	1004	
1	505	2690507	1004	
1	505	1134528	1004	
1	505	2758293	1004	
1	292	2767757	1004	
1	292	2707896	1004	
1	292	1124836	1004	
1	292	1375589	1004	
1	292	2926303	1004	
1	416	2230289	1004	
1	101	1310450	1004	
1	98	2641594	1004	
1	98	2641591	1004	
1	98	2846319	1004	
1	8	2768112	1004	
1	8	1365587	1004	
1	8	2628492	1004	
1	8	1561006	1004	
1	8	2740604	1004	
1	513	2705742	1004	
1	102	2583859	1004	
1	102	1309589	1004	
1	533	2943041	1004	
1	292	2575324	1004	
1	433	2920973	1004	
1	433	2923439	1004	
1	433	2781394	1004	
1	433	1525130	1004	
1	433	2640224	1004	
1	433	2929269	1004	
1	125	2662959	1004	
1	446	2832214	1004	
1	446	1295179	1004	
1	446	1373492	1004	
1	416	1313879	1004	
1	416	1539619	1004	
1	453	2884140	1004	
1	116	1470890	1004	
1	271	1531458	1004	
1	271	2857713	1004	
1	271	2867807	1004	
1	406	2830055	1004	
1	196	1121636	1004	
1	196	1250634	1004	
1	196	1146191	1004	
1	196	2756580	1004	
1	196	1309460	1004	
1	453	1005641	1004	
1	453	1005641	1004	
1	453	1005641	1004	
1	453	1102194	1004	
1	453	1015652	1004	
1	453	1015652	1004	
1	513	1283303	1004	
1	291	1297205	1004	
1	291	2817837	1004	
1	37	2579916	1004	
1	10	1139844	1005	
1	10	1507000	1005	
1	10	2571476	1005	
1	10	1090069	1005	
1	505	2827853	1005	
1	505	2651946	1005	
1	328	1246688	1005	
1	328	2898527	1005	
1	328	1333654	1005	
1	415	1146707	1005	
1	133	2916635	1005	
1	133	2687790	1005	
1	133	2947328	1005	
1	40	2804327	1005	
1	415	1318786	1005	
1	385	1159462	1005	
1	385	2721579	1005	
1	432	2893801	1005	
1	432	2775508	1005	
1	364	1428525	1005	
1	222	1194115	1005	
1	8	2948366	1005	
1	8	2922844	1005	
1	8	2793493	1005	
1	8	2627163	1005	
1	8	1453814	1005	
1	446	2649282	1005	
1	446	2810751	1005	
1	191	1484962	1005	
1	191	1167475	1005	
1	191	2823080	1005	
1	419	2598625	1005	
1	225	2937008	1005	
1	225	1385786	1005	
1	133	2768565	1005	
1	133	1187153	1005	
1	133	1064049	1005	
1	477	1233519	1005	
1	477	1057487	1005	
1	477	1499638	1005	
1	140	1252535	1005	
1	140	1291015	1005	
1	140	1159989	1005	
1	140	2238291	1005	
1	140	2814469	1005	
1	533	2208495	1005	
1	24	1462898	1005	
1	187	2934823	1005	
1	364	1402647	1005	
1	364	2698565	1005	
1	364	1538112	1005	
1	237	2882351	1005	
1	237	2948316	1005	
1	125	2948052	1005	
1	156	1259742	1005	
1	101	1559016	1005	
1	101	1164916	1005	
1	101	2568305	1005	
1	101	2619526	1005	
1	82	1059831	1005	
1	483	1059823	1005	
1	116	2717744	1005	
1	446	2803964	1005	
1	446	1154365	1005	
1	532	2691330	1005	
1	532	2934976	1005	
1	532	2749698	1005	
1	432	2194416	1005	
1	432	1102761	1005	
1	432	2814434	1005	
1	432	2207877	1005	
1	432	2193281	1005	
1	422	1237369	1005	
1	422	2950702	1005	
1	422	1381911	1005	
1	422	2929691	1005	
1	422	2708206	1005	
1	422	2215526	1005	
1	286	1017153	1005	
1	286	1017153	1005	
1	286	2936019	1005	
1	286	1143642	1005	
1	286	1376720	1005	
1	422	1251789	1005	
1	413	2763472	1005	
1	413	1328984	1005	
1	413	2936020	1005	
1	413	1184899	1005	
1	101	1443958	1005	
1	343	1345208	1005	
1	343	1447763	1005	
1	328	2877627	1005	
1	328	2948319	1005	
1	354	2784863	1005	
1	354	1448677	1005	
1	354	2784859	1005	
1	328	2668169	1006	
1	328	1497981	1006	
1	328	2663948	1006	
1	328	2847238	1006	
1	483	2913999	1006	
1	483	2595315	1006	
1	416	2757827	1006	
1	1	1160584	1006	
1	415	2464852	1006	
1	415	2463689	1006	
1	500	1044422	1006	
1	500	1032894	1006	
1	436	2881173	1006	
1	436	2719742	1006	
1	436	1251788	1006	
1	436	1320724	1006	
1	436	1573473	1006	
1	436	2813003	1006	
1	436	1529009	1006	
1	436	1228055	1006	
1	436	2886798	1006	
1	369	1267281	1006	
1	369	2870319	1006	
1	369	2718516	1006	
1	369	2736363	1006	
1	328	1337643	1006	
1	328	1528188	1006	
1	147	2636006	1006	
1	147	2623013	1006	
1	280	2749290	1006	
1	147	2594331	1006	
1	147	2917413	1006	
1	147	2569998	1006	
1	280	2916052	1006	
1	224	1551977	1006	
1	224	1042428	1006	
1	485	2701584	1006	
1	485	1404323	1006	
1	508	2876809	1006	
1	485	2928138	1006	
1	485	1561733	1006	
1	358	2864735	1006	
1	358	2780311	1006	
1	280	1515364	1006	
1	287	1198369	1006	
1	287	2666182	1006	
1	287	1420062	1006	
1	273	2676375	1006	
1	273	2835717	1006	
1	145	1408975	1006	
1	145	1250095	1006	
1	273	2676148	1006	
1	533	2705293	1007	
1	533	1484250	1007	
1	533	1348670	1007	
1	533	2718949	1007	
1	533	2796890	1007	
1	533	1107935	1007	
1	49	1561067	1007	
1	49	1436961	1007	
1	392	1353053	1007	
1	438	2829700	1007	
1	82	1276305	1007	
1	483	2830088	1007	
1	483	1148835	1007	
1	147	1304042	1007	
1	244	2586024	1007	
1	354	2835905	1007	
1	354	2921775	1007	
1	433	1082136	1007	
1	433	1312826	1007	
1	433	2659068	1007	
1	433	1159767	1007	
1	62	1332959	1007	
1	218	1212093	1007	
1	218	1491134	1007	
1	116	1178168	1007	
1	8	2236643	1007	
1	8	1195231	1007	
1	8	1156832	1007	
1	8	1112483	1007	
1	8	1411933	1007	
1	416	1332686	1007	
1	416	1542652	1007	
1	278	1391792	1007	
1	278	2739845	1007	
1	505	2625608	1007	
1	505	2893262	1007	
1	19	1355912	1007	
1	341	1131639	1007	
1	341	2856872	1007	
1	341	1985556	1007	
1	482	1047785	1007	
1	482	2833290	1007	
1	482	1223934	1007	
1	291	2651394	1007	
1	291	1345002	1007	
1	210	2893589	1007	
1	210	2678119	1007	
1	133	2832175	1007	
1	133	1173061	1007	
1	133	2830815	1007	
1	133	2832155	1007	
1	136	1297093	1008	
1	136	1389235	1008	
1	136	1259580	1008	
1	146	2787141	1008	
1	146	1324236	1008	
1	308	2630333	1008	
1	308	1540776	1008	
1	150	1366561	1008	
1	84	2921983	1008	
1	84	2921772	1008	
1	84	2766091	1008	
1	330	2629704	1008	
1	330	2838710	1008	
1	330	2915151	1008	
1	330	2628270	1008	
1	330	1268290	1008	
1	330	1002022	1008	
1	330	1002022	1008	
1	330	1002022	1008	
1	116	1529609	1008	
1	44	1398409	1008	
1	270	1456374	1008	
1	270	1518316	1008	
1	270	1429111	1008	
1	196	1410365	1008	
1	196	2931875	1008	
1	196	1248845	1008	
1	166	2907987	1008	
1	384	2716664	1008	
1	302	2857613	1008	
1	407	2743062	1008	
1	364	2951903	1008	
1	129	1263443	1008	
1	431	2746584	1008	
1	431	1416517	1008	
1	362	1136771	1008	
1	485	2718636	1008	
1	485	1505208	1008	
1	485	2874666	1008	
1	485	1503387	1008	
1	101	1163106	1008	
1	461	2856255	1008	
1	461	1296383	1008	
1	172	1093573	1009	
1	172	1403721	1009	
1	172	1258119	1009	
1	172	1438038	1009	
1	172	1125837	1009	
1	172	1301373	1009	
1	497	1281290	1009	
1	172	1432308	1009	
1	172	1088629	1009	
1	206	2833746	1009	
1	206	1406642	1009	
1	306	1115718	1009	
1	306	1115718	1009	
1	306	2749531	1009	
1	326	1284024	1009	
1	326	2884060	1009	
1	326	1137218	1009	
1	437	2894602	1009	
1	326	2639747	1009	
1	437	1086943	1009	
1	326	1536706	1009	
1	437	1390248	1009	
1	326	1277822	1009	
1	326	1143600	1009	
1	388	1063211	1009	
1	388	1063252	1009	
1	153	1410258	1009	
1	153	2759359	1009	
1	153	2689571	1009	
1	153	2803888	1009	
1	153	1527727	1009	
1	153	1478888	1009	
1	421	1090908	1009	
1	421	2870816	1009	
1	356	2682152	1009	
1	356	2794049	1009	
1	153	1410258	1009	
1	254	1381333	1009	
1	75	2890021	1009	
1	75	2568306	1009	
1	75	2942531	1009	
1	75	2933436	1009	
1	75	1199872	1009	
1	77	1486770	1009	
1	77	1486782	1009	
